metro,metro2,country,rank_300,gmm14_2005_pop,gmm14_2015_pop,tot_emp2005,tot_emp2015,gmm14_2005_nomgdp,gmm14_2015_nomgdp,gmm14_2000_realgdp,gmm14_2005_realgdp,gmm14_2015_realgdp,gdp_pc_real2000,gdp_pc_real2005,gdp_pc_real2015,productivity2005,productivity2015,share_population_laborforce15,share_population_laborforce05,compound_growth_realgdp15,compound_growth_real_gdp_pc15,compound_growth_emp15,compound_growth_pop15,compound_growth_producti_15,comp_growth_realgdp00_07,comp_growth_real_gdp_pc00_07,comp_growth_emp00_07,comp_growth_realgdp08_10,comp_growth_real_gdp_pc08_10,comp_growth_emp08_10,comp_growth_realgdp10_15,comp_growth_real_gdp_pc10_15,comp_growth_emp10_15,share_rgva2005business,share_rgva2005commodities,share_rgva2005construction,share_rgva2005local,share_rgva2005manufacturing,share_rgva2005trade,share_rgva2005transportation,share_rgva2005utilities,share_rgva2000business,share_rgva2000commodities,share_rgva2000construction,share_rgva2000local,share_rgva2000manufacturing,share_rgva2000trade,share_rgva2000transportation,share_rgva2000utilities,share_rgva2015business,share_rgva2015commodities,share_rgva2015construction,share_rgva2015local,share_rgva2015manufacturing,share_rgva2015trade,share_rgva2015transportation,share_rgva2015utilities,sector_prod2005business,sector_prod2005commodities,sector_prod2005construction,sector_prod2005local,sector_prod2005manufacturing,sector_prod2005trade,sector_prod2005transportation,sector_prod2005utilities,sec_gr_prod_0015business,sec_gr_prod_0015commodities,sec_gr_prod_0015construction,sec_gr_prod_0015local,sec_gr_prod_0015manufacturing,sec_gr_prod_0015trade,sec_gr_prod_0015transportation,sec_gr_prod_0015utilities,rgva_growth0007business,rgva_growth0007commodities,rgva_growth0007construction,rgva_growth0007local,rgva_growth0007manufacturing,rgva_growth0007trade,rgva_growth0007transportation,rgva_growth0007utilities,rgva_growth0810business,rgva_growth0810commodities,rgva_growth0810construction,rgva_growth0810local,rgva_growth0810manufacturing,rgva_growth0810trade,rgva_growth0810transportation,rgva_growth0810utilities,rgva_growth1015business,rgva_growth1015commodities,rgva_growth1015construction,rgva_growth1015local,rgva_growth1015manufacturing,rgva_growth1015trade,rgva_growth1015transportation,rgva_growth1015utilities,sec_gr_emp_0015business,sec_gr_emp_0015commodities,sec_gr_emp_0015construction,sec_gr_emp_0015local,sec_gr_emp_0015manufacturing,sec_gr_emp_0015trade,sec_gr_emp_0015transportation,sec_gr_emp_0015utilities,sec_gr_gdp_0015business,sec_gr_gdp_0015commodities,sec_gr_gdp_0015construction,sec_gr_gdp_0015local,sec_gr_gdp_0015manufacturing,sec_gr_gdp_0015trade,sec_gr_gdp_0015transportation,sec_gr_gdp_0015utilities,share_emp2000business,share_emp2000commodities,share_emp2000construction,share_emp2000local,share_emp2000manufacturing,share_emp2000trade,share_emp2000transportation,share_emp2000utilities,share_emp2015business,share_emp2015commodities,share_emp2015construction,share_emp2015local,share_emp2015manufacturing,share_emp2015trade,share_emp2015transportation,share_emp2015utilities,sector_prod2015business,sector_prod2015commodities,sector_prod2015construction,sector_prod2015local,sector_prod2015manufacturing,sector_prod2015trade,sector_prod2015transportation,sector_prod2015utilities,share_tradable2000,share_tradable2015,growth_tradable0015,gmm14_2009_pop,gmm14_2011_pop,tot_emp2009,fdi_stockvalue15,fdi_stockjobs15,fdi_stockvalue09,fdi_stockjobs09,fdi_stockvalue11,fdi_stockjobs11,fdipc09,fdipc15,fdipc11,fdipc_gr11_15,stock_gr_11_15,mean_citation_score09,share_top10publications_1013,mean_citation_score13,patent07,patent12,patentspc07,patentspc12,share_national_patents07,share_national_patents12,stockvc06,stockvc10,stockvc15,vcpc06,vcpc10,vcpc15,vcpc_gr,stock_vc_gr10_15,pass04,pass15,passengerspc04,passengerspc15,down08,down15,sharepop_tertiaryeducation,share_foreignborn_15,label_cluster
Hangzhou,Hangzhou,China,49,7735.7,8921.9,2059.428,5143,104629.9,274968.7,24532.6,46563.4,124228.1,3500.257,6019.287,13923.95,22.60987,24.15479,0.5764467,0.2662238,0.114205,0.0964214,0.0890722,0.0162196,0.0230772,0.1389496,0.1144742,0.1054763,0.1099547,0.0865045,0.1133873,0.0829346,0.0776543,0.045596,0.1649471,0.0572344,0.0630191,0.0884995,0.4045794,0.1131332,0.077904,0.0306833,0.1211854,0.0876447,0.0588767,0.0691191,0.3745205,0.1598122,0.0810364,0.0478051,0.1948453,0.0282927,0.0523124,0.0880059,0.3848087,0.1673482,0.0713239,0.0130629,33.83603,271.3898,10.44259,6.797901,30.46943,33.85337,30.88223,28.22973,0.0374461,0.0750135,-0.0417868,0.0698755,0.0158891,0.057145,0.0366109,-0.0226474,0.0925966,0.0174256,0.0617762,0.0822074,0.0695275,0.0420202,0.0563116,0.0174794,0.1360195,0.0198494,0.1202833,0.0770947,0.101285,0.159564,0.0973842,0.0789849,0.0762852,0.0338048,0.0748066,0.0927369,0.0688609,0.140125,0.0809639,0.0258016,0.1090035,-0.0383909,0.1541558,0.0587908,0.0992272,0.0576664,0.0661961,0.0460096,0.1505314,0.0337427,0.1059273,0.1327744,0.116693,0.1181067,0.1052305,0.0223201,0.1027658,0.0094902,0.0986985,0.3204989,0.2222071,0.133948,0.0817516,0.0306399,0.1348939,0.0014669,0.2357365,0.2099563,0.2553996,0.0863608,0.0594569,0.0167291,34.69691,463.3003,5.330533,10.06876,36.19244,46.54764,28.81549,18.7569,0.664387,0.6792706,0.0014781,8527.4,8738,3674.357,6912.4766,24814,1379.702,2990,3764.3037,12401,161.7963,774.7762,430.7969,0.798472,0.8363228,3.600797,0.0913476,5.455162,685.18011,2563.9265,0.0839692,0.2912891,0.0342968,0.0346758,8.0894394,351.68784,1541.8301,0.0010178,0.0403937,0.1728141,3.278242,3.384087,11097396,40250324,1478.234,4543.542,1.702242,31.12442,21.6,,3
Hartford,"Hartford-West Hartford-East Hartford, CT",USA,133,1187.929,1211.324,625.69,642.48,77915.74,101786.5,79962.26,84842.4,92557.38,69479.71,71420.43,76410.09,135.5981,144.0627,0.5303949,0.5267066,0.0097993,0.0063588,0.00031,0.0034188,0.0094864,0.0228657,0.0169701,0.0014767,-0.0052886,-0.0087883,-0.0259166,0.0052351,0.0055058,0.0083616,0.4301414,0.0026179,0.037824,0.237831,0.1277022,0.1315972,0.0179707,0.0143156,0.4503444,0.0036237,0.0410721,0.2340591,0.1119586,0.1238987,0.0180064,0.017037,0.482833,0.0024059,0.0287053,0.2366862,0.0989673,0.1218296,0.0203065,0.0082662,294.1562,56.64631,133.6854,81.40331,146.8099,85.13313,88.02937,574.2311,0.0161824,-0.0072026,-0.0089446,0.0014353,0.0219402,0.0078245,0.0159698,-0.0054325,0.010669,-0.0212196,-0.0044561,0.0070178,0.0229394,0.0092731,0.0076064,-0.0059071,0.0237936,0.0392001,-0.0468579,-0.0078815,-0.0688264,-0.0338539,-0.0579614,-0.0105405,0.0092565,0.0634211,0.0089437,0.0063377,-0.0238671,0.0152484,0.027915,-0.0787047,-0.0022027,-0.0108145,-0.0056783,0.00855,-0.0205087,0.0002871,0.0013756,-0.033006,0.013944,-0.0179392,-0.0145722,0.0099975,0.0009816,0.0081138,0.0173674,-0.0382592,0.2028147,0.0078968,0.0374355,0.3781392,0.1350899,0.2065833,0.0285223,0.0035184,0.1953057,0.0066773,0.0342112,0.4276554,0.09854,0.2065123,0.0289814,0.0021168,356.1504,51.90676,120.8776,79.73158,144.6873,84.98817,100.9409,562.5735,0.5839331,0.6045127,0.0023117,1209.604,1216.195,624.55,262.49976,819,56.771442,263,92.63562,384,46.93391,216.7048,76.1684,1.845075,1.833681,6.490302,0.1284297,6.455563,1569.592,2077.2888,1.309745,1.710279,0.0066178,0.0083115,61.890709,371.17877,523.85486,0.0518467,0.3060117,0.4324647,0.4132291,0.4113276,12795881,11152090,10820.08,9192.104,8.752121,30.95436,39.51182,12.75,2
Hefei,Hefei,China,113,5242.3,6043,942.2,2520.92,30350.9,156988.6,8208.2,16061.3,64030.2,1771.567,3063.789,10595.76,17.04659,25.39954,0.4171636,0.1797303,0.1467686,0.1266395,0.0745244,0.0178665,0.0672337,0.1534409,0.1274593,0.0810832,0.1764991,0.1594978,0.1191765,0.1210923,0.1084083,0.0334263,0.1259732,0.1708828,0.0881464,0.1517797,0.2172475,0.1142079,0.091324,0.0404385,0.1132855,0.1921501,0.0629039,0.1293925,0.2345575,0.1339162,0.0969591,0.0368352,0.1175538,0.2008643,0.0715941,0.1124607,0.3066689,0.1050832,0.0548237,0.0309512,29.6411,33.98862,14.47364,6.963196,18.53613,29.87574,26.72258,16.40819,0.0575837,0.070973,0.0178676,0.0675675,0.0849323,0.116074,0.048754,0.045776,0.0790695,0.0595226,0.0931357,0.0745775,0.073433,0.0486517,0.0542929,0.0854871,0.0885589,0.1126632,0.1681618,0.1470981,0.2670279,0.2355416,0.1353882,0.1476254,0.1265132,0.1502382,0.0914223,0.0911384,0.1376308,0.1093639,0.0743144,0.1032791,0.0869301,0.0738686,0.1363205,0.0641176,0.0759801,0.0109567,0.0526013,0.0838466,0.1495195,0.1500843,0.1566239,0.1360174,0.1673656,0.1283025,0.1039198,0.1334608,0.0778261,0.0904348,0.076087,0.3258696,0.2236956,0.1065217,0.0593478,0.0402174,0.0924497,0.0896105,0.176027,0.2816077,0.228285,0.0426759,0.0435631,0.0457812,32.23615,56.82713,10.31121,10.12438,34.05682,62.42558,31.90517,17.13964,0.6369522,0.6799107,0.0043606,5635.6,5783,1946.171,3442.9324,19803,309.80988,2864,2294.0286,13757,54.97372,569.739,396.6849,0.4362507,0.5008237,,,,100.47222,439.90604,0.0184882,0.0749938,0.0050291,0.0059495,2.008353,2.008353,2.008353,0.0003767,0.0003518,0.0003323,-0.0553036,0,1983511,10196833,387.3213,1691.747,2.151339,28.14283,12.2,,1
Hong Kong,Hong Kong,Hong Kong,16,6844.8,7295,3340.7,3798,248473.6,413998.7,153344.4,188578.9,263883.5,22582.86,27550.68,36173.2,56.44892,69.47959,0.5206306,0.4880639,0.0368508,0.0319069,0.0113313,0.004791,0.0252336,0.0493863,0.0471427,0.0116963,0.0205012,0.0148364,-0.0043275,0.0291651,0.0207094,0.0177476,0.2722577,0.0012018,0.0448956,0.2151771,0.0269201,0.3051291,0.1073698,0.027049,0.2556089,0.0015786,0.0712021,0.2463532,0.0428353,0.2536152,0.0995271,0.0292796,0.3036431,0.0006248,0.0491344,0.1866861,0.0166668,0.318674,0.1043554,0.0202154,77.60285,17.14286,27.30339,43.17646,22.4,44.51059,41.93009,313.1449,0.0220323,-0.0035681,0.007819,-0.0079171,0.0333362,0.04487,0.0336627,0.0025881,0.0317779,-0.0102241,-0.0245479,0.0064201,-0.017106,0.0357882,0.026481,0.00934,0.0391417,-0.0047571,0.0345117,0.0258509,-0.0258897,0.0225962,0.0061097,0.0066946,0.0350204,-0.0056767,0.0828909,0.0223928,-0.0021196,0.0295266,0.0368851,0.0036617,0.0266343,-0.021384,0.0040875,0.0264005,-0.0574097,0.007961,0.0066704,0.009361,0.0492534,-0.0248759,0.0119385,0.0182744,-0.0259873,0.0531882,0.0405576,0.0119733,0.1570743,0.0040531,0.0943755,0.2151899,0.0892312,0.30757,0.1281412,0.0043649,0.1967614,0.002475,0.0847288,0.2686414,0.0310427,0.2925487,0.1195629,0.0042391,92.34538,15.10638,34.70137,41.58444,32.12807,65.18387,52.2288,285.3665,0.3995499,0.4252901,0.0041709,6958,7051.4,3469.8,41575.355,101951,8307.5547,25342,21497.547,50158,1193.957,5699.158,3048.692,0.8693779,0.9339581,4.69022,0.1224769,6.217495,1355.4075,1770.9813,0.1966411,0.2490692,1,1,104.56544,472.54077,708.1958,0.015227,0.0675039,0.0970796,0.4381337,0.4986978,39686568,74750776,5806.714,10330.4,3.964979,103.0178,27.7,7.4,4
Houston,"Houston-The Woodlands-Sugar Land, TX",USA,13,5233.729,6656.947,2410.39,3028.74,285550.2,505217.7,261140.4,297313.4,433282.6,55355.59,56807.18,65087.29,123.3466,143.0571,0.4549744,0.4605492,0.0343316,0.0108553,0.0182719,0.0232243,0.0157716,0.0359271,0.012391,0.0178542,0.0178682,-0.0058351,-0.0137682,0.0472556,0.0240124,0.0311977,0.2284603,0.1391675,0.0661003,0.1896035,0.1647998,0.1457002,0.0391997,0.0269688,0.2358603,0.1455315,0.0755704,0.1935381,0.1200974,0.1438954,0.0455839,0.0399229,0.2215274,0.199734,0.0552884,0.1698021,0.1524573,0.1429007,0.034606,0.0236841,195.0966,503.2581,113.3513,62.46035,234.7235,78.47014,116.737,533.8184,0.0117534,0.0250284,-0.0033288,0.0039568,0.0455004,0.0101084,0.0035433,0.0009641,0.013018,0.0143734,0.0040927,0.0111463,0.0438313,0.0155287,0.0075963,-0.0121066,0.002094,0.0456119,-0.0298813,0.0188447,0.0540129,-0.01343,-0.0043149,-0.0513421,0.0360238,0.1094794,0.0438479,0.0275455,0.022287,0.0568074,0.0086997,0.0405498,0.0170326,0.0295682,0.0153715,0.0202849,0.0041721,0.0224825,0.010907,-0.0030151,0.0289862,0.0553367,0.0119915,0.024322,0.0498623,0.0328181,0.014489,-0.002054,0.1480742,0.0327157,0.0752132,0.3606094,0.1004995,0.2303443,0.0453047,0.0072389,0.1453938,0.0386035,0.072063,0.3714515,0.0815323,0.2450524,0.0406308,0.0052728,217.967,740.1751,109.7568,65.39587,267.5027,83.42277,121.8443,642.5748,0.5470731,0.6083247,0.0071002,5826.108,6059.752,2600.98,8510.3262,24310,519.05316,1956,3184.4629,8680,89.0909,1278.413,525.5104,1.432707,1.672453,9.771396,0.1685644,11.24405,6192.2388,10057.37,1.117555,1.625831,0.0261079,0.0402408,626.82532,3361.9282,4458.1685,0.1155733,0.565003,0.6697017,0.1853065,0.3260748,61860400,72764800,12052.44,11198.26,4.953673,34.13717,31.94777,22.31,2
Indianapolis,"Indianapolis-Carmel-Anderson, IN",USA,120,1772.959,1988.817,943.04,1032.76,82426.1,114936.4,80620.36,91364.34,102717.3,48449.88,51532.13,51647.43,96.88278,99.459,0.5192836,0.5319017,0.0162797,0.0042698,0.0082022,0.0119589,0.0080118,0.0244661,0.0109181,0.0080269,-0.000708,-0.0119073,-0.0216315,0.011732,0.0017373,0.0219152,0.2967964,0.0048182,0.0520155,0.2382794,0.1985758,0.1541203,0.0398957,0.0154986,0.2996379,0.0049824,0.0608149,0.2414751,0.1965259,0.1464323,0.0377093,0.0124223,0.3078556,0.0042838,0.0356905,0.2463877,0.2085249,0.1451192,0.0399415,0.0121968,199.5284,52.23669,90.54114,61.15579,169.1934,61.43267,76.99326,361.2824,0.0087897,0.0208366,-0.0148367,-0.0031818,0.0400304,0.0099141,0.0022033,-0.0136694,0.007811,0.0081418,-0.0080706,0.0085875,0.0196185,0.0098866,0.0137703,0.0205294,0.021416,-0.0264031,-0.0788663,0.0029453,-0.0057772,-0.0318229,0.0051309,0.0667714,0.0242412,-0.0293872,0.0120897,0.0150671,-0.0142638,0.0282934,0.0137565,-0.049252,0.0081049,-0.0155516,-0.0055469,0.0197417,-0.0200749,0.0045644,0.0167923,0.0279456,0.0169659,0.004961,-0.0203013,0.0164971,0.0191519,0.0145238,0.0190326,0.0138941,0.1467614,0.0108137,0.0535976,0.3529541,0.1341637,0.2501806,0.0487928,0.0027362,0.1465491,0.0075623,0.043621,0.4186549,0.0875615,0.2369767,0.0554146,0.0036601,208.9335,56.34059,81.37691,58.53382,236.8583,60.90647,71.68758,331.4338,0.5388555,0.5606058,0.0026415,1873.46,1910.355,926.54,1770.7269,5468,212.9449,993,676.83447,2559,113.664,890.3418,354.2978,1.512976,1.616189,7.815928,0.1413878,8.750273,1650.0009,2158.3337,0.9033601,1.118857,0.0069568,0.0086358,45.07687,927.33508,1152.0204,0.0250326,0.4900045,0.5792491,0.18213,0.2422914,15427106,13949302,8812.271,7074.181,6.276002,26.20728,33.2725,6.01,6
Istanbul,Istanbul,Turkey,25,12195.1,14627.2,3735.1,5278.4,252842.1,449388.2,128323.7,159647.4,235917.5,11249.36,13091.11,16128.68,42.74247,44.69489,0.360862,0.3062788,0.0414303,0.02431,0.0282211,0.016714,0.0128467,0.0496702,0.0371124,0.0170938,0.0094596,-0.0116002,0.0064502,0.0524438,0.0287662,0.0537809,0.2510274,0.0196352,0.0492837,0.1565119,0.175377,0.179575,0.141689,0.0269009,0.2472084,0.0240029,0.0484032,0.1700133,0.1746444,0.1862706,0.1231318,0.0263254,0.2859823,0.0136555,0.0404968,0.1570745,0.1534365,0.1765874,0.1485225,0.0242445,190.8138,55.71713,20.3726,29.48671,19.69428,28.92379,95.56535,117.1865,-0.0001085,-0.0185938,0.0164083,-0.0182566,0.0266641,0.0049375,0.0351195,-0.0011191,0.0232683,0.0036475,0.0284051,0.0142278,0.0213957,0.0190891,0.0336296,0.0228299,0.0282756,-0.0238611,-0.0104626,0.0084511,0.0205356,0.0013974,0.0020876,0.0095905,0.0657813,0.0039737,0.0270244,0.0603378,0.0283312,0.0602788,0.0605117,0.0310459,0.051815,0.0221029,0.0126096,0.0553196,0.0057663,0.0327355,0.0188528,0.0369935,0.0517008,0.0030981,0.0292248,0.0360531,0.0325841,0.0378347,0.0546344,0.035833,0.0495542,0.0120794,0.1178027,0.1915444,0.3381363,0.2213978,0.0585275,0.0109577,0.0696423,0.011045,0.0936458,0.2829645,0.2428008,0.2364353,0.0510192,0.012447,165.1083,49.71012,17.38742,22.3191,25.40863,30.02965,117.0472,78.31659,0.5689875,0.6015968,0.0037222,12727.8,13432.3,3821.9,12562.492,41001,3638.5503,12818,7813.4761,22736,285.8743,858.8446,581.6931,0.4764566,0.6077981,3.170629,0.0761571,4.936871,815.59827,1753.6809,0.0657216,0.127597,0.6709712,0.6683401,0,84.182236,132.12125,0,0.0064487,0.0090326,0.4006876,0.5694671,13661401,76076656,1131.407,5292.289,2.790858,14.21538,25.8,2.4,3
Jinan,Jinan,China,98,6355.7,7065.6,1808.029,3661.6,66725.3,174316.7,14880.4,28892.8,85225.6,2522.743,4545.967,12062.05,15.98028,23.27551,0.5182292,0.2844736,0.1233895,0.1099495,0.0886224,0.0121087,0.0319368,0.1463484,0.1293979,0.1318944,0.1241482,0.1089554,0.0706444,0.0904812,0.0827957,0.0185342,0.1267755,0.1457846,0.046112,0.1254574,0.292108,0.135621,0.1042892,0.0238523,0.1225423,0.1760866,0.0583885,0.1040801,0.2680729,0.1417268,0.0996733,0.0294295,0.1174078,0.1256191,0.0502836,0.1301009,0.3192069,0.1773529,0.0654603,0.0145685,27.93003,45.62493,10.17286,5.815115,16.6274,22.71905,33.95456,14.81488,0.0135881,0.0223803,-0.0214571,0.0405623,0.044093,0.0828856,0.0332848,0.0098784,0.0671846,0.0386259,0.0443361,0.0806804,0.0752359,0.0674364,0.0648382,0.0523693,0.096492,0.0719681,0.2156234,0.0125629,0.1471386,0.225934,0.0666629,0.1198306,0.0802359,0.1049588,0.0982079,0.1160467,0.0969483,0.0902983,0.0154327,0.0533468,0.1036634,0.0728695,0.1350913,0.0942843,0.0870584,0.051592,0.0557084,0.0600113,0.1186601,0.0968807,0.1107355,0.138671,0.1349901,0.1387538,0.0908475,0.0704825,0.0722402,0.0709777,0.055688,0.3243091,0.2899425,0.0995932,0.0534437,0.0338056,0.0887502,0.0570383,0.1042474,0.3505525,0.2837566,0.0592625,0.0337208,0.0226718,30.59258,50.93045,11.15448,8.582539,26.01446,69.20654,44.89199,14.85993,0.6663751,0.6276941,-0.0039787,6729.9,6880.1,3264.928,1331.8167,3970,437.74319,718,957.75122,2392,65.04453,188.4931,139.206,0.3540586,0.3905664,,,,381.50735,1571.1711,0.0582739,0.2264262,0.0190964,0.0212493,16.152018,52.400299,52.400299,0.0025035,0.0076832,0.0074163,-0.0347459,0,5156974,16102260,824.3904,2289.171,2.264353,18.09616,15,,3
Johannesburg,Johannesburg,South Africa,159,4028.2,4725.4,1587,1965.7,59086.9,94095.9,24830.3,31760.5,45821,6919.603,7884.539,9696.745,20.01292,23.31027,0.4159859,0.3939725,0.0416908,0.0227504,0.0205397,0.0185191,0.0207254,0.0565759,0.0320609,0.0218246,0.0630243,0.0516471,0.0246411,0.0125316,-0.0032657,0.0122283,0.2797526,0.0200964,0.0283449,0.2564423,0.1628254,0.1258334,0.1020437,0.0246613,0.2650886,0.0194638,0.0230363,0.2812721,0.1703956,0.1273687,0.0882353,0.0251395,0.2941211,0.0155105,0.0390586,0.2695926,0.1340169,0.1376698,0.091755,0.0182755,28.72555,31.015,8.585869,20.22847,20.56383,9.616241,29.02949,46.41463,0.0042543,0.0107759,0.0177783,0.0117874,0.0281655,0.0441388,0.0223334,0.0168709,0.0313702,0.0204515,0.0472567,0.0164284,0.0218343,0.0238164,0.0368683,0.0223317,0.0235284,0.0807285,0.2042408,0.0989116,0.0142858,0.1088904,0.0517471,0.0001794,0.0270828,-0.0199278,-0.0053721,0.0147081,-0.0036512,0.0178992,-0.0094975,-0.0066157,0.0436007,0.01424,0.0592605,0.0257745,-0.0037856,0.0019881,0.0207256,0.0020072,0.0480405,0.0251694,0.0780924,0.0378657,0.0242732,0.0462147,0.0435219,0.0189119,0.1711525,0.0125604,0.0456867,0.2440994,0.1522429,0.3012422,0.0639752,0.0090407,0.2393041,0.0114463,0.0798698,0.2635702,0.1060182,0.2287735,0.0641502,0.0068678,27.67815,30.51555,11.01274,23.03416,28.46689,13.5517,32.21015,59.92593,0.5431833,0.5354035,-0.0009613,4321.5,4416.6,1788.6,6104.0322,16176,1177.0509,2630,3245.8252,8377,272.3709,1291.749,734.9149,0.7576856,0.8805795,4.386899,0.1194839,7.705064,20.976191,30.200001,0.0049597,0.0067102,0.01027,0.0170358,0.74840504,14.33764,19.178692,0.0001813,0.0032824,0.0040586,0.2365035,0.3376464,71278,2598247,18.12168,556.084,1.394225,7.247376,7.9,11.9,3
Kansas City,"Kansas City, MO-KS",USA,128,1909.428,2087.471,999.18,1066.7,82977.59,110456.3,83129.15,90838.92,100409.7,45727.39,47573.89,48101.14,90.91348,94.13119,0.5110011,0.5232876,0.0126705,0.0033796,0.0042136,0.0092596,0.0084215,0.0174495,0.0069613,0.0046449,-0.0043456,-0.0143605,-0.0224833,0.0126944,0.0054838,0.0148802,0.3553894,0.0074016,0.0490503,0.2649682,0.097359,0.1661137,0.0429558,0.016762,0.3561236,0.0066514,0.0576207,0.2654424,0.0958976,0.1551719,0.0424936,0.0205988,0.3851513,0.0055086,0.0357062,0.2665586,0.0921188,0.1592306,0.0402912,0.0154346,168.8978,45.28456,86.87624,62.89709,109.1957,65.12661,102.2436,315.0639,0.013927,0.0143102,-0.013262,0.0007537,0.023688,0.0090404,0.0080924,-0.0054577,0.0092439,0.0012349,-0.0129964,0.0075542,0.0076837,0.010483,0.0082238,-0.0049778,-0.002156,0.0318956,-0.0805459,0.0041479,0.0156543,-0.0222172,-0.0476888,0.04009,0.0190274,-0.0473255,0.0248906,0.0059364,0.0050608,0.0179792,0.0150972,-0.0274434,0.0030372,-0.0150224,-0.0068896,0.0112285,-0.0143484,0.0043707,0.0000319,-0.002127,0.0170065,-0.0009272,-0.0200603,0.0119907,0.0089998,0.0134507,0.0081245,-0.0075731,0.1995307,0.016665,0.0494658,0.3649925,0.0919621,0.2305542,0.0417474,0.0050824,0.1960533,0.0124684,0.0418674,0.4051655,0.0695135,0.2310959,0.0392144,0.0046217,184.9229,41.58797,80.27877,61.92894,124.742,64.85863,96.71599,314.357,0.5011662,0.5230699,0.0028559,1994.834,2025.082,1000.78,1393.3192,4081,70.912315,163,336.65671,1421,35.54798,667.4676,166.2435,3.015,3.138694,6.124794,0.1210558,6.690147,633.28033,616.40692,0.3239803,0.3022557,0.0026701,0.0024663,71.757698,595.79327,990.28949,0.0371462,0.2957958,0.4743968,0.6037983,0.6621361,20776688,19405248,10980.77,9368.709,6.056257,54.94563,36.89778,6.39,6
Karlsruhe,Rhein-Neckar,Germany,97,2961,3056,1505.5,1662,116137.8,159066.2,133651.6,139218.3,160617.5,45813.45,47017.32,52558.08,92.47313,96.6411,0.5438482,0.5084431,0.012328,0.0091981,0.0069143,0.0031014,0.0053766,0.0169065,0.0145141,0.0042907,-0.0055183,-0.0053674,0.0006054,0.0138309,0.0078149,0.011377,0.2617332,0.0053816,0.0366438,0.2183374,0.2951382,0.1072307,0.0328349,0.0427002,0.2717338,0.0057048,0.0471369,0.2183671,0.2978663,0.0955167,0.0276868,0.0359877,0.2826066,0.0057833,0.0338547,0.2142397,0.2854833,0.1051489,0.0349288,0.0379548,152.1901,31.16203,60.30527,52.86179,110.9534,51.44534,65.70879,263.0887,0.0024456,0.0064762,-0.00503,-0.0041056,0.0153047,0.0141524,0.0175675,0.0089113,0.0063017,0.0146261,-0.0128791,0.0052958,0.0097775,0.0198664,0.0230558,0.0070724,-0.003054,-0.1345568,-0.0244112,0.0097623,-0.0231062,-0.0319841,-0.0181114,0.0847438,0.0210886,0.0231064,0.0168952,0.0089293,0.0151646,0.0122614,0.0130859,-0.0262161,0.0125288,0.0067563,-0.0047332,0.0152349,-0.005725,0.0046407,0.0104074,0.0069784,0.0150051,0.0132762,-0.0097394,0.0110667,0.0094921,0.0188588,0.0281578,0.0159519,0.1348412,0.013811,0.0592474,0.3241927,0.2385241,0.1753403,0.0412997,0.0127435,0.1465704,0.0137786,0.0497593,0.366787,0.1973526,0.1694946,0.0435018,0.0127557,167.0796,36.37118,58.95647,50.61434,125.3503,53.75719,69.57676,257.8396,0.6029917,0.608802,0.0006395,2965.2,2973.4,1567.8,1805.8346,6850,182.646,664,1053.6598,4455,61.59652,590.9145,354.3619,0.667545,0.7138687,7.748616,0.1484536,8.807123,6330.5376,6345.3696,2.134513,2.124187,0.075889,0.0692466,65.564583,432.27908,514.92871,0.0221278,0.1457252,0.1684976,0.1562699,0.1911951,840086,1219269,284.1392,402.8244,9.646595,33.55956,30.2,18.1,7
Katowice-Ostrava,Silesian-Moravian,Poland,111,5144.8,5008.1,1840.7,2055.8,86598.4,136218,49363.8,55299.2,75961.6,9392.431,10748.56,15167.75,30.04248,36.9499,0.410495,0.3577787,0.0291508,0.0324671,0.0035252,-0.0032119,0.0255357,0.0386506,0.0430026,0.0003805,0.0112091,0.0132222,0.0005177,0.0203695,0.0228351,0.0025686,0.1372012,0.1277154,0.0726685,0.1805399,0.1873277,0.174771,0.0555284,0.0642479,0.1384634,0.157418,0.08716,0.1853155,0.1405048,0.1727008,0.0571267,0.0613107,0.1547181,0.0659155,0.0790018,0.1702538,0.2589105,0.166452,0.0567566,0.0479916,54.72,28.64193,25.56669,19.53255,22.15658,28.06119,25.79963,62.07365,0.0013228,-0.0139348,0.0309211,0.0123763,0.0706768,0.0213921,0.0260749,0.0329519,0.0184259,-0.0105197,0.0082174,0.0138322,0.0492558,0.0187649,0.0190104,0.008972,0.0066521,-0.0937664,0.0681039,0.0280021,0.0225046,0.0284103,-0.0119879,0.0990518,0.0339852,-0.0407443,0.0200755,0.0176438,0.0449586,0.0074598,0.0464221,-0.02844,0.0354514,-0.0151275,-0.008211,0.0108664,0.0012186,0.0051493,0.0025888,-0.0197912,0.0368211,-0.0288515,0.0224562,0.0233773,0.0719816,0.0266515,0.0287312,0.0125085,0.0582021,0.1354802,0.0916876,0.2298856,0.23086,0.1658376,0.058356,0.0296908,0.0931024,0.1022473,0.0768557,0.2564452,0.2230275,0.1699095,0.0575445,0.0208678,55.40857,21.49477,34.27342,22.136,38.70687,32.6639,32.88588,76.68065,0.4935129,0.5363007,0.0055585,5078.1,5058.8,2028,4649.0991,27121,421.16925,2377,2306.8064,13374,82.93835,928.3159,455.9987,1.035786,1.015383,,,,112.89841,166.52235,0.0221192,0.0329969,0.1748156,0.1160953,,1.1315266,1.4757845,,0.0002232,0.0002947,0.3200759,0.304242,623161,3104006,120.639,618.7469,3.143038,27.78888,27.7,2.9,3
